CustomerID,SatisfactionScore,CLTV
7734-DBOAI,1,5434
2114-MGINA,1,4107
4489-SNOJF,1,5898
2187-LZGPL,2,4414
9019-QVLZD,2,5082
3707-LRWZD,2,3553
1455-ESIQH,2,2905
2979-SXESE,1,4103
4013-TLDHQ,1,3666
6121-VZNQB,2,5890
6996-KNSML,1,5919
2592-SEIFQ,2,3503
8642-GVWRF,1,3039
3400-ESFUW,1,5463
2057-ZBLPD,3,2036
5502-RLUYV,2,4283
9039-RBEEE,1,3080
8417-FMLZI,1,4242
0515-YPMCW,1,3525
0378-XSZPU,2,4026
4729-XKASR,1,3001
5449-FIBXJ,3,2349
9837-BMCLM,2,3567
0137-UDEUO,1,3398
4925-LMHOK,2,2003
1455-UGQVH,2,4501
8280-MQRQN,3,2806
2037-SGXHH,2,3498
3178-FESZO,1,5797
6087-MVHJH,2,5186
4603-JANFB,1,4548
3018-TFTSU,1,2850
4806-KEXQR,1,4669
7083-YNSKY,1,2853
7434-SHXLS,3,5421
7908-QCBCA,1,2404
6711-FLDFB,1,5159
4702-IOQDC,3,2007
6178-KFNHS,1,3545
1264-BYWMS,1,4089
9658-WYUFB,1,2825
2013-SGDXK,1,2172
3506-LCJDC,1,4860
3934-HXCFZ,1,5338
7666-WKRON,3,2224
4910-AQFFX,3,4533
2154-KVJFF,3,2813
9647-ERGBE,1,4664
3428-XZMAZ,2,5796
0378-TOVMS,1,5641
4355-HBJHH,1,6289
0318-QUUOB,1,4273
5520-FVEWJ,1,4154
5572-ZDXHY,1,5313
3750-CKVKH,2,2299
4547-KQRTM,1,3740
4877-EVATK,2,3657
7639-SUPCW,1,2270
4658-HCOHW,1,3123
3440-JPSCL,2,3722
2889-FPWRM,2,4432
4290-BSXUX,1,5036
0325-XBFAC,1,5811
2462-XIIJB,2,2810
4760-XOHVN,2,2865
7817-BOQPW,2,4320
1853-UDXBW,2,2485
5458-CQJTA,1,5207
5219-YIPTK,1,3185
3540-RZJYU,1,5829
2091-MJTFX,3,4568
0883-EIBTI,3,2484
7571-YXDAD,1,2078
3393-FMZPV,1,2195
7486-KSRVI,1,4760
8443-WVPSS,1,4243
3006-XIMLN,2,5299
6305-YLBMM,3,4254
3647-GMGDH,2,5615
6595-COKXZ,3,4879
0362-ZBZWJ,1,2455
4211-MMAZN,1,2959
4274-OWWYO,3,5633
1541-ETJZO,2,2937
4106-HADHQ,1,2704
2369-UAPKZ,3,3131
0637-KVDLV,1,5944
6633-MPWBS,1,4336
8785-EPNCG,1,5671
5729-KLZAR,1,2961
1582-RAFML,1,5654
8740-CRYFY,2,2038
2962-XPMCQ,2,2699
1678-FYZOW,1,2448
8627-EHGIP,2,3051
5480-TBGPH,3,4811
8854-CCVSQ,2,3788
0511-JTEOY,2,5824
6532-YLWSI,3,4166
5175-AOBHI,1,5246
5174-RNGBH,3,5515
7270-BDIOA,2,4739
9565-JSNFM,3,5437
0607-DAAHE,3,6265
9732-KPKBW,1,2771
9560-ARGQJ,1,2335
5134-IKDAY,3,2123
5380-AFSSK,1,5435
8714-EUHJO,2,5219
3721-CNEYS,1,5390
2568-OIADY,1,4233
1193-RTSLK,1,2157
5923-GXUOC,1,5035
4432-ADRLB,1,4655
8993-PHFWD,1,2088
1565-RHDJD,3,5552
3765-JXVKY,1,4692
7330-WZLNC,3,5090
6635-MYYYZ,2,2313
5378-IKEEG,3,3351
6413-XKKPU,1,2544
1449-XQEMT,1,4323
2626-URJFX,3,5691
2612-RRIDN,2,3591
4735-ASGMA,1,4997
3669-LVWZB,2,4630
6892-EZDTG,2,2140
9725-SCPZG,3,5086
5884-GCYMI,1,2847
7853-GVUDZ,2,4277
3943-KDREE,2,2934
9239-ZBZZV,1,2240
4398-HSCJH,1,3155
4430-UZIPO,1,5825
4855-SNKMY,3,5955
8008-HAWED,1,4883
1502-XFCVR,1,5902
9692-TUSXH,1,5581
7912-SYRQT,2,5514
8292-TYSPY,2,4539
1867-BDVFH,2,5075
2359-QWQUL,2,2371
9103-TCIHJ,2,4519
4140-WJAWW,1,3799
6653-CBBOM,1,5963
6101-IMRMM,2,3469
8943-URTMR,2,5082
2955-PSXOE,2,3061
7762-URZQH,2,5602
6907-NZZIJ,1,4188
2911-UREFD,1,5632
3744-ZRRDZ,1,2902
5673-TIYIB,3,3620
1602-IJQQE,1,2220
4628-WQCQQ,1,5928
1644-IRKSF,3,5080
3705-PSNGL,3,5398
2606-RMDHZ,1,4667
6861-OKBCE,2,4500
9940-RHLFB,1,2176
1383-EZRWL,2,5595
4759-TRPLW,1,4238
8563-IIOXK,1,5651
2982-VPSGI,1,2120
8199-ZLLSA,1,6255
4625-EWPTF,1,4549
5980-NOPLP,2,5606
9874-QLCLH,1,2365
6000-APYLU,3,3890
0947-IDHRQ,2,3949
9048-JVYVF,2,3520
1902-XBTFB,2,5438
2794-XIMMO,2,5650
8382-SHQEH,1,2656
2983-ZANRP,1,5799
7845-URHJN,3,4785
3034-ZBEQN,2,5995
0302-JOIVN,2,2750
5366-IJEQJ,1,4115
1981-INRFU,3,5172
4971-PUYQO,2,4464
1527-SXDPN,3,4751
8634-CILSZ,3,6350
6682-QJDGB,1,2810
8780-IXSTS,1,5656
9530-EHPOH,1,3407
0345-HKJVM,1,5800
3049-SOLAY,1,4176
3235-ETOOB,2,3683
8058-INTPH,3,2119
8821-XNHVZ,3,2943
2082-OJVTK,1,5292
5940-NFXKV,2,3427
8053-WWDRO,3,5579
9564-KCLHR,1,2180
2082-CEFLT,1,3037
1213-NGCUN,2,4248
5688-KZTSN,1,4672
2894-QOJRX,1,5024
3143-JQEGI,2,3740
6386-SZZKH,2,5785
3521-SYVOR,1,5554
9526-JAWYF,1,3452
5649-VUKMC,2,3538
4919-IKATY,1,5141
9050-QLROH,1,2931
0877-SDMBN,3,6117
8065-YKXKD,1,5578
9637-EIHEQ,2,4535
9689-PTNPG,1,5055
9465-RWMXL,3,5949
2362-IBOOY,3,5272
0843-WTBXE,1,4753
5515-IDEJJ,1,5441
5376-DEQCP,3,4063
9095-HFAFX,2,3718
2379-ENZGV,2,3420
2722-VOJQL,1,4870
5228-EXCET,1,5964
7394-FKDNK,2,4971
6331-LWDTQ,2,2457
1597-FZREH,2,3005
0727-IWKVK,2,4748
3512-IZIKN,1,5591
6141-OOXUQ,2,5717
7503-ZGUZJ,1,4261
8718-PTMEZ,2,5131
2207-OBZNX,1,3736
6142-VSJQO,2,4599
6437-UKHMV,2,3109
1114-CENIM,1,5282
6289-CPNLD,1,5374
5536-SLHPM,2,4398
8837-VVWLQ,1,4437
2696-NARTR,2,3634
7614-QVWQL,2,5375
1809-DMJHQ,1,4846
6923-EFPNL,1,3865
9574-RKJIF,1,2792
2619-WFQWU,3,3208
0778-NELLA,1,5352
4614-NUVZD,3,2075
3803-KMQFW,3,3797
6804-GDMOI,3,4183
9572-MTILT,1,4508
9611-CTWIH,3,3591
0329-GTIAJ,3,4330
6629-CZTTH,1,4629
5364-EVNIB,2,5067
5087-SUURX,3,2601
4929-BSTRX,1,2326
2225-ZRGSG,1,6173
5271-YNWVR,1,4610
6330-JKLPC,1,5119
4667-OHGKG,3,4266
1660-HSOOQ,3,5338
7253-UVNDW,3,2793
7228-OMTPN,3,2456
2344-JMOGN,2,3016
3799-ISUZQ,2,3296
1794-HBQTJ,1,4207
4818-DRBQT,3,5189
1320-HTRDR,2,5948
1493-AMTIE,1,5394
6424-ELEYH,1,3972
4391-RESHN,1,5963
6821-BUXUX,1,2110
9801-GDWGV,2,4811
2320-JRSDE,3,4633
0601-WZHJF,3,5360
5143-WMWOG,2,2051
5393-RXQSZ,3,2199
0231-LXVAP,3,3389
9444-JTXHZ,3,5973
5510-BOIUJ,3,5437
4471-KXAUH,3,2514
7638-QVMVY,2,3735
3244-DCJWY,1,4133
7812-FZHPE,1,4648
4797-AXPXK,1,4531
5229-PRWKT,3,4193
5057-LCOUI,3,4119
0156-FVPTA,2,5102
1984-FCOWB,2,4191
0654-HMSHN,2,3796
5196-SGOAK,3,4884
6108-OQZDQ,3,2570
0363-QJVFX,1,2541
9840-DVNDC,2,2181
8042-JVNFH,3,5730
3374-LXDEV,1,2226
5049-GLYVG,1,3618
5883-GTGVD,1,3670
4817-QRJSX,2,2946
9985-MWVIX,1,5773
2237-ZFSMY,1,2767
6711-VTNRE,1,2558
4548-SDBKE,3,4109
8066-POXGX,3,3104
4143-OOBWZ,2,3819
7854-EKTJL,3,2843
9102-IAYHT,3,3670
3422-LYEPQ,2,4207
4361-JEIVL,3,4067
9507-EXLTT,2,3492
9846-GKXAS,3,2578
6017-PPLPX,1,4773
4581-SSPWD,1,5475
0378-NHQXU,2,4041
4512-ZUIYL,3,2928
7969-AULMZ,3,4321
0568-ONFPC,1,2102
0733-VUNUW,1,4126
4550-EVXNY,2,2418
2968-SSGAA,1,4001
6777-TGHTM,1,5550
3538-WZPHD,1,2734
8610-WFCJF,1,5732
4905-JEFDW,2,3119
7881-INRLC,1,4898
0117-LFRMW,2,3627
6172-FECYY,3,4639
4786-UKSNZ,2,5418
4192-GORJT,1,4580
7240-ETPTR,2,4359
2202-CUYXZ,1,3086
5995-OIGLP,1,3043
6261-RCVNS,2,2774
7951-QKZPL,3,5194
3640-PHQXK,2,2031
8019-ENHXU,2,4624
9033-EOXWV,3,4149
1522-VVDMG,2,3807
9185-TQCVP,2,4550
8063-RJYNF,1,2827
0687-ZVTHB,1,4415
9661-ACXBS,1,2317
3727-RJMEO,1,4458
5685-IIXLY,3,4565
4250-ZBWLV,3,4454
5095-AESKG,3,5646
1871-MOWRM,1,4306
2027-OAQQC,1,4044
1555-DJEQW,1,5947
0519-XUZJU,2,3963
6338-AVWCY,3,4710
9445-SZLCH,2,4544
7568-PODML,1,4954
5349-IECLD,1,4493
3945-GFWQL,3,4162
3797-VTIDR,2,4517
9526-BIHHD,1,3383
4523-WXCEF,2,4160
8364-TRMMK,1,2876
3063-QFSZL,1,2294
9249-FXSCK,1,4861
5493-SDRDQ,1,4235
0871-URUWO,1,2003
0870-VEMYL,1,5435
3982-XWFZQ,2,4873
4009-ALQFH,3,5932
3627-FCRDW,3,2236
7562-GSUHK,1,5497
4903-UYAVB,1,3864
6776-TLWOI,1,2158
4077-CROMM,1,5000
2868-MZAGQ,1,5533
4847-QNOKA,2,2632
6379-RXJRQ,2,2457
8650-RHRKE,3,4207
0475-RIJEP,1,5107
1260-TTRXI,2,5834
4789-KWMXN,1,3344
2867-UIMSS,1,2734
8111-RKSPX,2,5668
1585-MQSSU,1,5659
8559-CIZFV,2,5353
7547-EKNFS,1,2075
4439-JMPMT,1,3608
2575-GFSOE,2,5672
2842-JTCCU,3,4662
9681-OXGVC,3,5180
7153-OANIO,1,5066
6521-YYTYI,3,2578
8878-HMWBV,1,5598
3751-KTZEL,1,3706
0328-GRPMV,1,3706
4195-SMMNX,2,5627
6956-SMUCM,1,5236
3223-WZWJM,1,5869
9053-JZFKV,2,4495
2530-ENDWQ,3,4296
6615-ZGEDR,2,5707
9250-WYPLL,2,4600
2754-XBHTB,2,3847
7055-VKGDA,1,4406
0754-UKWQP,1,3790
7493-TPUWZ,1,4243
1577-HKTFG,1,2486
8752-STIVR,3,2085
4558-FANTW,1,5643
7623-TRNQN,2,3113
9330-IJWIO,1,2008
1842-EZJMK,1,5897
8079-XRJRS,1,6110
8073-IJDCM,3,3830
2869-ADAWR,2,4880
9894-EZEWG,1,5996
7851-FLGGQ,1,3704
0637-UBJRP,1,4745
0940-OUQEC,1,3492
0702-PGIBZ,2,2777
1963-VAUKV,3,3663
3058-HJCUY,1,2098
3259-FDWOY,3,4072
0807-ZABDG,1,4412
5748-RNCJT,3,4859
7739-LAXOG,1,3590
6034-ZRYCV,3,4481
2079-FBMZK,1,5816
6608-QQLVK,3,2077
6302-JGYRJ,1,2872
3685-YLCMQ,2,5411
8761-NSOBC,2,3486
8413-VONUO,3,5332
9223-UCPVT,3,5764
4351-QLCSU,1,3809
5419-JPRRN,1,4390
2100-BDNSN,3,3889
0488-GSLFR,1,3365
9318-NKNFC,1,4132
9728-FTTVZ,3,4073
7254-IQWOZ,1,5258
0742-NXBGR,1,4278
6110-OHIHY,2,4183
5889-LFOLL,1,2659
5708-EVONK,1,5989
8708-XPXHZ,1,5458
7016-BPGEU,1,2796
6876-ADESB,1,3913
1963-SVUCV,2,5774
0220-EBGCE,1,3273
2754-VDLTR,2,4922
3190-XFANI,2,5585
7551-DACSP,2,3878
0520-FDVVT,3,2473
1444-VVSGW,2,5563
5712-PTIWW,2,3280
3315-TOTBP,1,4938
1518-VOWAV,1,5900
5909-ECHUI,1,3065
1309-BXVOQ,1,3584
2856-HYAPG,2,3052
4488-PSYCG,1,4327
6906-ANDWJ,2,2510
1031-IIDEO,3,2874
5832-XKAES,1,2320
4701-AHWMW,1,6041
9210-IAHGH,1,2248
0023-XUOPT,1,2973
4592-IWTJI,1,2613
6518-LGAOV,1,2341
7242-QZLXF,2,5421
4576-CSAJH,3,5866
1000-AJSLD,1,4389
1062-LHZOD,1,2100
9600-NAXZN,1,3370
6457-USBER,3,4424
4662-EKDPQ,1,5344
9259-PACGQ,1,3918
4415-IJZTP,1,2016
1465-VINDH,3,3596
2810-FTLEM,2,4254
1925-TIBLE,1,3887
1447-GIQMR,2,4179
0872-NXJYS,1,3246
9412-ARGBX,2,2459
2737-WFVYW,1,4566
9850-OWRHQ,1,5657
8676-TRMJS,1,3190
8182-PNAGI,1,3624
2180-DXNEG,1,5239
5515-AKOAJ,1,5763
8976-OQHGT,2,5758
5294-CDGWY,1,5633
5295-PCJOO,1,4455
9863-JZAIC,1,2220
7660-HDPJV,2,2637
7931-PXHFC,3,3818
4919-MOAVT,2,2421
3090-HAWSU,1,4495
9820-RMCQV,1,4444
7839-QRKXN,1,4197
5204-QZXPU,1,2933
4597-ELFTS,3,5327
8450-JOVAH,1,5560
1113-IUJYX,1,5887
7758-XKCBS,1,5518
8992-JQYUN,1,4526
0617-AQNWT,1,6347
2446-PLQVO,2,4512
8784-CGILN,1,3068
9451-LPGOO,2,3780
2025-JKFWI,1,3493
4078-SAYYN,2,2229
9940-HPQPG,1,4176
6618-RYATB,2,5571
9079-YEXQJ,1,5527
2685-SREOM,1,4793
0402-CQAJN,3,4437
6692-UDPJC,3,4304
0295-PPHDO,1,5962
1195-OIYEJ,2,5347
5906-CVLHP,2,2761
4501-EQDRN,2,4620
2990-HWIML,1,2898
7384-GHBPI,2,2987
7603-USHJS,3,2010
5876-HZVZM,1,4914
3085-QUOZK,3,3238
3926-CUQZX,3,4884
1041-RXHRA,3,3407
1750-CSKKM,1,2688
8267-ZNYVZ,1,3824
6457-GIRWB,2,2843
1450-SKCVI,3,5276
5570-PTWEH,2,2270
6502-MJQAE,1,2072
7693-LCKZL,1,5124
0032-PGELS,1,5171
6797-LNAQX,2,4794
6394-MFYNG,2,4956
8155-IBNHG,3,2325
4745-LSPLO,2,3731
8083-YTZES,1,3622
3976-BWUCK,3,5255
3585-ISXZP,3,5335
4174-LPGTI,3,2517
2108-XWMPY,1,2095
6304-IJFSQ,3,5585
0093-XWZFY,1,2832
7703-ZEKEF,2,5701
5482-NUPNA,1,5730
1122-JWTJW,1,3463
1699-HPSBG,3,4581
8775-CEBBJ,2,2029
0639-TSIQW,1,5620
7590-VHVEG,3,3964
5575-GNVDE,3,3441
7795-CFOCW,3,4307
1452-KIOVK,4,4459
6713-OKOMC,3,2013
6388-TABGU,4,4529
9763-GRSKD,3,5764
7469-LKBCI,3,4726
8091-TTVAX,3,6432
5129-JLPIS,3,5822
3655-SNQYZ,4,5141
8191-XWSZG,4,5186
9959-WOFKT,3,4479
4183-MYFRB,3,5982
1680-VDCWW,4,5279
3638-WEABW,3,6407
6322-HRPFA,3,4986
6865-JZNKO,4,2725
5248-YGIJN,3,5974
6827-IEAUQ,3,3213
7310-EGVHZ,5,5526
6234-RAAPL,4,5915
6572-ADKRS,3,3395
8865-TNMNX,3,2392
9489-DEDVP,3,4715
9867-JCZSP,4,3646
4671-VJLCL,3,4595
4080-IIARD,5,2569
3714-NTNFO,5,6434
5948-UJZLF,5,3805
7639-LIAYI,4,4142
2954-PIBKO,3,5128
8769-KKTPH,3,4572
3957-SQXML,3,5408
5954-BDFSG,3,4708
0434-CSFON,3,4488
1215-FIGMP,3,6292
0526-SXDJP,4,6091
0557-ASKVU,5,4948
5122-CYFXA,3,5387
8627-ZYGSZ,5,3817
3410-YOQBQ,5,4984
3170-NMYVV,4,5849
7410-OIEDU,3,5983
2273-QCKXA,3,3178
0731-EBJQB,3,5482
8028-PNXHQ,5,4444
5630-AHZIL,3,5613
6416-JNVRK,5,2867
5590-ZSKRV,3,5614
3887-PBQAO,4,5741
8108-UXRQN,3,3443
9919-YLNNG,4,4005
0318-ZOPWS,5,5422
4445-ZJNMU,3,3540
4808-YNLEU,4,5255
1862-QRWPE,5,4124
2796-NNUFI,5,5480
3016-KSVCP,3,3664
4767-HZZHQ,3,5036
7233-PAHHL,4,5825
6067-NGCEU,4,5261
9848-JQJTX,3,5781
9803-FTJCG,4,4117
3212-KXOCR,4,4158
6380-ARCEH,3,2710
3679-XASPY,3,5612
7123-WQUHX,5,4741
6180-YBIQI,3,4015
6728-DKUCO,3,4594
9750-BOOHV,4,3585
8597-CWYHH,3,5845
2848-YXSMW,5,5234
4549-ZDQYY,3,6078
5712-AHQNN,5,3826
5256-SKJGO,4,4850
3071-VBYPO,3,4648
9560-BBZXK,4,4871
8402-OOOHJ,5,5918
9445-ZUEQE,3,3796
1091-SOZGA,4,4606
2928-HLDBA,5,5346
6497-TILVL,3,3097
7219-TLZHO,5,3172
4622-YNKIJ,3,5087
6734-PSBAW,3,5901
3930-ZGWVE,3,2484
2876-GZYZC,5,5886
8587-XYZSF,5,6064
7799-LGRDP,4,2017
7850-VWJUU,4,2221
3774-VBNXY,5,4557
6217-KDYWC,3,4393
1095-WGNGG,4,6311
2636-SJDOU,3,5044
5716-EZXZN,3,5878
6837-BJYDQ,5,2543
6440-DKQGE,5,4320
3466-BYAVD,4,3128
3780-YVMFA,3,3123
1679-JRFBR,4,5192
9073-ZZIAY,4,5769
3077-RSNTJ,3,4293
6551-GNYDG,5,2563
9167-APMXZ,3,3549
2749-CTKAJ,5,2173
6371-NZYEG,4,5511
7554-NEWDD,5,3611
8992-VONJD,3,5156
4482-EWFMI,5,3056
4648-YPBTM,4,5644
2907-ILJBN,3,4047
6345-FZOQH,5,5570
5997-OPVFA,4,6212
1159-WFSGR,4,3990
7654-YWJUF,3,4382
6727-IOTLZ,3,2564
5918-VUKWP,3,5358
1744-JHKYS,4,3421
5947-SGKCL,3,2721
3712-PKXZA,4,5110
6582-OIVSP,5,3575
5524-KHNJP,3,5344
4827-USJHP,4,2764
8167-GJLRN,4,3108
0956-SYCWG,3,2024
8017-UVSZU,5,3359
7100-FQPRV,3,4106
2984-RGEYA,4,5325
9680-NIAUV,4,5945
2146-EGVDT,3,4149
2604-IJPDU,3,4382
9178-JHUVJ,3,4634
6168-YBYNP,5,6047
7255-SSFBC,4,4099
3645-DEYGF,5,3358
9323-HGFWY,3,3795
8544-GOQSH,5,4400
3363-DTIVD,3,5010
7018-WBJNK,3,5566
9142-KZXOP,3,2053
7674-YTAFD,3,3118
6348-SNFUS,3,4556
1347-KTTTA,3,6398
4195-NZGTA,4,5858
7157-SMCFK,4,5411
4709-LKHYG,5,3800
0699-NDKJM,3,4115
9286-BHDQG,4,5041
0230-WEQUW,4,5500
2040-LDIWQ,5,5256
6496-JDSSB,4,2165
4443-EMBNA,3,4642
6469-MRVET,5,4160
5961-VUSRV,5,4451
6778-JFCMK,3,4806
6341-JVQGF,4,5643
4811-JBUVU,3,3233
0945-TSONX,3,5698
2651-ZCBXV,3,6370
3316-UWXUY,4,6367
7083-MIOPC,4,5733
1984-GPTEH,4,5491
0621-JFHOL,3,3180
9903-LYSAB,4,4283
9227-UAQFT,5,4272
7301-ABVAD,3,4530
6614-FHDBO,3,4551
7576-ASEJU,4,5246
0303-UNCIP,4,5043
0959-WHOKV,3,2887
4075-JFPGR,3,5561
3282-ZISZV,5,3945
3675-YDUPJ,4,3768
4111-BNXIF,4,4478
7017-VFHAY,3,6090
6655-LHBYW,3,5068
7605-BDWDC,3,2539
1950-KSVVJ,3,4885
0123-CRBRT,4,5152
6292-TOSSS,4,4297
7014-ZZXAW,5,5409
7633-MVPUY,3,4012
8645-KWHJO,3,4900
4130-MZLCC,3,2739
0314-TKOSI,4,5377
8229-MYEJZ,4,5765
2080-SRCDE,3,4556
9577-WJVCQ,3,5310
6202-DYYFX,4,2031
3808-HFKDE,4,3460
3727-OWVYD,3,2075
2294-SALNE,4,3200
1563-IWQEX,3,5715
8203-XJZRC,3,5384
6556-DBKZF,5,5841
2985-JUUBZ,5,3718
0895-LMRSF,4,3314
8266-VBFQL,3,3314
8181-YHCMF,4,4864
2240-HSJQD,5,3571
1248-DYXUB,5,5320
4115-BNPJY,5,5625
4091-TVOCN,3,2257
1098-TDVUQ,3,4745
7277-OZCGZ,3,5479
1557-EMYVT,4,4115
5027-YOCXN,3,5604
3973-SKMLN,3,5308
6745-JEFZB,4,3617
9880-TDQAC,4,5471
8705-WZCYL,4,2269
7102-JJVTX,3,4562
8626-PTQGE,3,5388
4983-CLMLV,3,4044
9385-EHGDO,3,4177
9498-FIMXL,4,5272
2379-GYFLQ,4,5316
2088-IEBAU,3,5531
7982-VCELR,4,2807
6885-PKOAM,3,4487
7520-HQWJU,3,4172
9639-BUJXT,5,5997
5924-SNGKP,4,3972
8966-SNIZF,4,5540
6243-OZGFH,3,3248
0513-RBGPE,3,5229
5160-UXJED,4,2130
8984-EYLLL,4,5682
9833-TGFHX,3,2170
9294-TDIPC,5,5169
5229-DTFYB,4,5584
0104-PPXDV,5,5232
5176-LMJXE,4,5404
3583-KRKMD,4,4668
9069-LGEUL,4,5379
7302-ZHMHP,5,2577
9571-EDEBV,5,5101
3520-FJGCV,3,6486
6563-VRERX,5,5212
6122-EFVKN,3,5531
2805-EDJPQ,4,5926
6862-CQUMB,4,2640
7156-MXBJE,3,2319
6158-HDPXZ,4,4193
2863-IMQDR,3,6149
5686-CMAWK,5,5863
5651-CRHKQ,3,5325
6583-SZVGP,4,5994
1708-PBBOA,3,3179
8782-LKFPK,4,4751
5522-JBWMO,5,4020
3597-MVHJT,4,2026
9967-ATRFS,5,3245
2977-CEBSX,4,5813
5876-QMYLD,4,3742
2277-AXSDC,4,4691
9442-JTWDL,4,5355
3067-SVMTC,3,5160
5495-GPSRW,5,2120
7606-BPHHN,3,5368
4742-DRORA,4,4149
4163-NCJAK,4,2438
5233-AOZUF,5,3483
5973-EJGDP,5,4899
7916-VCCPB,3,3624
4686-GEFRM,3,5582
5249-QYHEX,5,3021
2233-FAGXV,5,3181
5605-IYGFG,3,5501
7663-ZTEGJ,5,3055
3935-TBRZZ,3,3037
8111-BKVDS,5,2164
8734-DKSTZ,3,4922
4360-PNRQB,5,4030
6152-ONASV,3,4620
7781-HVGMK,3,5092
2181-UAESM,4,3477
6048-NJXHX,4,2011
2320-SLKMB,4,3080
4980-URKXC,4,5744
4376-KFVRS,3,4842
5886-VLQVU,3,4945
3577-AMVUX,4,2962
0771-WLCLA,3,2683
0206-TBWLC,4,4488
2937-FTHUR,4,2466
1910-FMXJM,3,5544
0732-OCQOC,4,5674
5168-MSWXT,5,5505
1090-ESELR,3,5534
8592-PLTMQ,5,5655
8847-GEOOQ,5,5359
4785-FCIFB,5,4900
8313-NDOIA,5,5813
5149-CUZUJ,3,2037
0942-KOWSM,5,4274
4237-CLSMM,4,4823
1452-VOQCH,3,4120
4719-UMSIY,5,2231
6614-VBEGU,5,4208
2996-XAUVF,5,5055
5968-XQIVE,3,6016
8896-RAZCR,5,2809
1304-BCCFO,3,4900
4104-PVRPS,3,2977
4431-EDMIQ,3,2950
0486-LGCCH,3,3372
5168-MQQCA,4,6288
7971-HLVXI,5,6202
9094-AZPHK,3,2565
3649-JPUGY,3,5842
4472-LVYGI,3,2578
3552-CTCYF,5,4046
6778-YSNIH,5,5810
6579-JPICP,5,2968
4134-BSXLX,3,3851
0505-SPOOW,4,4500
4374-YMUSQ,3,4022
3957-HHLMR,3,6316
7803-XOCCZ,3,6099
5736-YEJAX,4,5189
8981-FJGLA,5,4886
1135-LMECX,5,4905
8535-SFUTN,3,4842
8677-HDZEE,3,4212
2475-MROZF,3,3597
3482-ABPKK,3,5271
7531-GQHME,4,4996
5174-ITUMV,5,5666
0913-XWSCN,4,6411
0750-EBAIU,3,4770
3571-DPYUH,4,5653
7601-GNDYK,4,3764
8067-NIOYM,5,4368
1403-GYAFU,3,4485
4234-XTNEA,5,5213
5348-CAGXB,4,2325
0621-HJWXJ,4,4980
5844-QVTAT,4,4276
8905-IAZPF,3,5251
5394-MEITZ,5,5667
6859-QNXIQ,3,5308
2782-LFZVW,4,3880
2866-IKBTM,4,3968
7129-AZJDE,3,2074
2560-PPCHE,5,5742
8138-EALND,5,4123
3580-HYCSP,3,5780
1352-HNSAW,3,5633
2075-PUEPR,3,5248
1982-FEBTD,5,5939
5791-KAJFD,3,6198
2654-VBVPB,5,2010
1154-HYWWO,3,4993
2501-XWWTZ,5,2535
3716-UVSPD,3,4209
6815-ABQFQ,3,5800
7343-EOBEU,5,5587
3701-SFMUH,3,4326
6103-LIANB,4,4583
7319-VENRZ,4,4010
5846-NEQVZ,4,5328
6967-QIQRV,3,3707
5781-RFZRP,3,5431
0308-IVGOK,5,2133
7293-LSCDV,4,6134
5756-JYOJT,3,3206
9548-LIGTA,3,4072
5150-LJNSR,4,4524
8270-RKSAP,3,3198
2640-LYMOV,4,3007
1423-BMPBQ,4,2400
2393-DIVAI,3,5575
4568-KNYWR,4,6471
8752-IMQOS,3,2894
0742-LAFQK,3,5152
0795-LAFGP,3,5633
0619-OLYUR,3,6437
5512-IDZEI,5,2026
0459-SPZHJ,4,4652
0215-BQKGS,4,5393
9244-ZVAPM,3,2352
8208-EUMTE,4,2136
5172-MIGPM,4,5707
1710-RCXUS,3,4965
0374-FIUCA,3,5368
5839-SUYVZ,3,2893
5173-ZXXXL,4,3488
1096-ADRUX,3,4395
2001-MCUUW,4,4210
2731-GJRDG,3,5076
4723-BEGSG,3,5483
6516-NKQBO,4,3067
8672-OAUPW,4,4138
8207-DMRVL,3,6158
2804-ETQDK,4,4101
7138-GIRSH,5,4145
9396-ZSFLL,4,3762
6464-KEXXH,3,2372
5240-CAOYT,3,4882
4059-IIEBK,3,4025
0516-UXRMT,3,5801
4851-BQDNX,4,5904
5148-HKFIR,5,4404
3003-CMDUU,3,3273
5016-IBERQ,4,2781
9931-KGHOA,3,5928
1775-KWJKQ,4,6046
7665-VIGUD,5,4745
9411-TPQQV,3,3533
7954-MLBUN,5,2021
2077-DDHJK,4,4114
9574-BOSMD,4,5668
8404-VLQFB,3,4667
2391-IPLOP,4,4706
5845-BZZIB,3,4517
1140-UKVZG,5,5208
5183-SNMJQ,3,5787
8100-PNJMH,4,5228
7838-LAZFO,4,4192
2085-JVGAD,4,3078
8095-WANWK,5,5369
3030-ZKIWL,5,2798
9565-FLVCG,3,5420
8755-OGKNA,3,5864
2800-VEQXM,3,3319
5533-RJFTJ,4,5214
0214-JHPFW,4,5640
5642-MHDQT,3,4836
3088-FVYWK,3,5794
9092-GDZKO,4,3534
2324-AALNO,5,5517
5760-IFJOZ,4,3449
2826-UWHIS,5,5602
7501-IWUNG,4,6301
4957-TREIR,4,5645
8040-MNRTF,5,3029
1536-HBSWP,3,4667
5313-FPXWG,5,4886
0946-FKYTX,3,6290
5076-YVXCM,5,4191
8262-COGGB,3,5384
6663-JOCQO,3,4258
9620-QJREV,5,3313
2480-JZOSN,4,4517
0078-XZMHT,3,6322
